Simulation,D_UNDERLNG,Char,1
Collateral,EXPUSD,Numeric,1
DYN_TRNRP_SV,TP_INT,Char,1
DYN_TRNRP_PL,TP_CMNTXT0,Char,34
DYN_TRNRP_PL,TP_CMNTXT1,Char,32
DYN_TRNRP_PL,TP_CMNTXT2,Char,38
DYN_TRNRP_PL,CMM_ODNC1,Char,2
DYN_TRNRP_PL,PV_ADJ_Y,Numeric,1
Payments,PAY_MOD,Char,1
Simulation,MV_F_KRW,American,3
Data Dictionary (Market Data Loader),REPDATE,Date,2
DYN_TRNRP_PL,PV_ADJ_T,Numeric,1
Simulation,MVF_CAP,American,16
DYN_TRNRP_DT,SC2_PM_AC,Numeric,1
Simulation,TIIVEN_AG,Numeric,1
DYN_TRNRP_MK,STP_STATUS,Char,3
Collateral,MIN0,Numeric,1
Copy Creation,DENUMERAT,Char,2
DYN_TRNRP_SV,SV_INS12_0,Char,6
DYN_TRNRP_MK,MK_BOCNF,Char,1
